selling_price,discount,category_id,meta_info,product_id,pdp_url,sku,brand,department_id,last_seen_date,launch_on,mrp,product_name,feature_image_s3,channel_id,feature_list,description,style_attributes,pdp_images_s3
{'USD': 285.9978},0.0,56,"Skinny Fit: Mid-rise. Sits at the hip. Skinny through the hip and the thigh. Intended to hit at the ankle. UK size 28 has a 20.3 cm rise, a 77.5 cm waist, and a 26.7 cm leg opening. All sizes have a 74.9 cm inside leg. Belt loops. Zip fly with a signature buttoned closure. American-made button, rivets, and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket. ""RRL""-debossed logo patch at the back right waist. 93% cotton, 5% polyester, 2% elastane. Machine washable. Imported. Model is 1.78 m and has a 61 cm waist and 86.4 cm hips. She wears a UK size 27.",f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267,https://www.ralphlauren.co.uk/en/skinny-stretch-jeans-398475.html,398475,RALPH LAUREN,2,2025-05-15,2020-02-29,{'USD': 285.9978},Skinny Stretch Jeans,https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267.jpg,14,"['Skinny Fit: Mid-rise. Sits at the hip. Skinny through the hip and the thigh. Intended to hit at the ankle.', 'UK size 28 has a 20.3\\xa0cm rise, a 77.5\\xa0cm waist, and a 26.7\\xa0cm leg opening. All sizes have a 74.9\\xa0cm inside leg.', 'Belt loops. Zip fly with a signature buttoned closure.', 'American-made button, rivets, and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket.', '""RRL""-debossed logo patch at the back right waist.', '93% cotton, 5% polyester, 2% elastane.', 'Machine washable.', 'Imported.', 'Model is 1.78 m and has a 61\\xa0cm waist and 86.4\\xa0cm hips. She wears a UK size 27.']",Skinny-fitting jeans made from 11.25 oz Japanese denim. Stretch-infused cotton for fit and fast recovery. Medium indigo wash with hand-sanding and distressing.,{},"['https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267_1.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267_2.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267_3.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267_4.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267_5.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/f4d992cf595405c44737ad1ff406360c9e7af5dc5210208d642d3e00e3058267_6.jpg']"
{'USD': 285.9978},0.0,56,"Skinny Fit: mid-rise. Sits at the hip. Skinny through the hip and the thigh. Intended to hit at the ankle. Size 28 has a 20.3 cm rise, a 77.5 cm waist, and a 26.7 cm leg opening. All sizes have a 74.9 cm inside leg. Belt loops. Zip fly with a signature buttoned closure. American-made button, rivets, and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket. ""RRL""-debossed logo patch at the back right waist. 93% cotton, 5% polyester, 2% elastane. Machine washable. Imported. Model is 1.78 m and has a 61 cm waist and 86.4 cm hips. She wears a size 27.",4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec,https://www.ralphlauren.co.uk/en/stretch-skinny-jeans-398474.html,398474,RALPH LAUREN,2,2025-05-15,2020-02-29,{'USD': 285.9978},Stretch Skinny Jeans,https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec.jpg,14,"['Skinny Fit: mid-rise. Sits at the hip. Skinny through the hip and the thigh. Intended to hit at the ankle.', 'Size 28 has a 20.3\\xa0cm rise, a 77.5\\xa0cm waist, and a 26.7\\xa0cm leg opening. All sizes have a 74.9\\xa0cm inside leg.', 'Belt loops. Zip fly with a signature buttoned closure.', 'American-made button, rivets, and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket.', '""RRL""-debossed logo patch at the back right waist.', '93% cotton, 5% polyester, 2% elastane.', 'Machine washable.', 'Imported.', 'Model is 1.78 m and has a 61\\xa0cm waist and 86.4\\xa0cm hips. She wears a size 27.']",Skinny-fitting jeans made from 11.25 oz Japanese denim. Stretch-infused cotton for fit and fast recovery. Dark indigo wash with hand-sanding and distressing.,{},"['https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec_1.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec_2.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec_3.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec_4.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec_5.jpg', 'https://gallery.stylumia.com/originals/2020/02/14/4c50e2a967da813d5b55452883e47ea7635e6f1972f1c97b5b458ffabd26afec_6.jpg']"
{'USD': 392.4156},0.0,56,"Boy Fit: mid-rise. Sits at the hip. Relaxed through the hip and the thigh. Straight leg. Size 32 has a 26.7 cm rise, an 82.6 cm waist and a 40 cm leg opening. All sizes have a 28 inch inside leg. Belt loops. Button fly with a signature buttoned closure. American-made buttons, rivets and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket. ""RRL""-debossed logo patch at the back right waist. Cotton. Machine washable. Imported. Model is 1.78 m and has a 61 cm waist and 86.4 cm hips. She wears a UK size 27.",2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919,https://www.ralphlauren.co.uk/en/boy-fit-straight-jeans-537869.html,537869,RALPH LAUREN,2,2025-05-15,2020-08-13,{'USD': 392.4156},Boy Fit Straight Jeans,https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919.jpg,14,"['Boy Fit: mid-rise. Sits at the hip. Relaxed through the hip and the thigh. Straight leg.', 'Size 32 has a 26.7 cm rise, an 82.6 cm waist and a 40 cm leg opening. All sizes have a 28 inch inside leg.', 'Belt loops. Button fly with a signature buttoned closure.', 'American-made buttons, rivets and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket.', '""RRL""-debossed logo patch at the back right waist.', 'Cotton.', 'Machine washable.', 'Imported.', 'Model is 1.78 m and has a 61\\xa0cm waist and 86.4 cm hips. She wears a UK size 27.']","Straight-fitting jeans made from 320 g Japanese denim. Shuttle-woven selvedge fabric. Signature ""RRL"" embroidery on the coin pocket.",{},"['https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919_1.jpg', 'https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919_2.jpg', 'https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919_3.jpg', 'https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919_4.jpg', 'https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919_5.jpg', 'https://gallery.stylumia.com/originals/2020/08/14/2e37dd2d1b28c4df27175c39bb01f13320be5267cd7e24bc9a3b3eebfd074919_6.jpg']"
{'USD': 170.4379},40.17467248908297,56,"The Jenn Flare: Our flare sits at your true waist and is fitted through the hip and thigh with a slight flared leg. UK size 32 has approx. a 25 cm rise, a 46.5 cm knee and a 51 cm leg opening. 84 cm inside leg (Asia inside leg: 78.5 cm). Belt loops. Button fly with a signature buttoned closure. Two front patch pockets. Two back patch pockets. Signature leather ""Polo Ralph Lauren"" patch on the back. Creases run down the front and back of each leg. 100% cotton. Machine washable. Imported. Model is 178 cm and wears a UK size 26.",264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e,https://www.ralphlauren.co.uk/en/jenn-flare-jean-563799.html,563799,RALPH LAUREN,2,2025-01-28,2021-01-17,{'USD': 284.8925},Jenn Flare Jean,https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e.jpg,14,"['The Jenn Flare: Our flare sits at your true waist and is fitted through the hip and thigh with a slight flared leg.', 'UK size 32 has approx. a 25 cm rise, a 46.5 cm knee and a 51 cm leg opening. 84 cm inside leg (Asia inside leg: 78.5 cm).', 'Belt loops. Button fly with a signature buttoned closure.', 'Two front patch pockets. Two back patch pockets.', 'Signature leather ""Polo Ralph Lauren"" patch on the back.', 'Creases run down the front and back of each leg.', '100% cotton.', 'Machine washable. Imported.', 'Model is 178 cm and wears a UK size 26.']","Cut for a flared, wide-leg silhouette, our Jenn jeans are woven in Turkey from pure cotton to achieve the perfect blend of softness and structure. This versatile pair features menswear-inspired creases on each leg.",{},"['https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e_1.jpg', 'https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e_2.jpg', 'https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e_3.jpg', 'https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e_4.jpg', 'https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e_5.jpg', 'https://gallery.stylumia.com/originals/2021/01/14/264387126c9841fe4bd9607926c3e6155bbefd53badbfc68af52264f55b2596e_6.jpg']"
{'USD': 184.6675},0.0,56,"High-Rise Skinny Ankle: sits above the natural waist. Slim through the hip and the thigh with a slim, skinny leg. Size 22 has a 31.8 cm rise and a 31.1 cm leg opening. All sizes have a 71.1 cm inside leg. Slimming interior panels lift and shape. Belt loops. Zip fly with a signature buttoned closure. Five-pocket styling with signature metal rivets. Debossed signature leather patch on the back right waist. Cotton, polyester, elastane. Machine washable. Imported. Model is 173 cm and wears a size 22.",06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95,https://www.ralphlauren.co.uk/en/high-rise-skinny-ankle-jean-561065.html,561065,RALPH LAUREN,2,2025-05-01,2021-02-16,{'USD': 184.6675},High-Rise Skinny Ankle Jean,https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95.jpg,14,"['High-Rise Skinny Ankle: sits above the natural waist. Slim through the hip and the thigh with a slim, skinny leg.', 'Size 22 has a 31.8 cm rise and a 31.1 cm leg opening. All sizes have a 71.1 cm inside leg.', 'Slimming interior panels lift and shape.', 'Belt loops. Zip fly with a signature buttoned closure.', 'Five-pocket styling with signature metal rivets. Debossed signature leather patch on the back right waist.', 'Cotton, polyester, elastane.', 'Machine washable.', 'Imported.', 'Model is 173 cm and wears a size 22.']","Part of our superstretch collection, these high-rise jeans' shape-memory denim maintain their sleek silhouette wear after wear, while slimming interior panels lift and shape.",{},"['https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95_1.jpg', 'https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95_2.jpg', 'https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95_3.jpg', 'https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95_4.jpg', 'https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95_5.jpg', 'https://gallery.stylumia.com/originals/2021/02/14/06ebbee1d18f36444c87fd746cd7ce5ff24b943a89f0f6dc4ef7dfadb2252b95_6.jpg']"
{'USD': 605.6637},0.0,56,"Mid-rise. Super-slim fit. Designed to hit at the ankle. UK size 28 has a 21.6 cm rise and a 28.6 cm leg opening. All sizes have a 71.1 cm inside leg. Belt loops. Zip fly with a signature buttoned closure. Five-pocket styling with signature ""Ralph Lauren""-engraved metal rivets. Leather tab detailed with a stud at the coin pocket. Script ""Ralph Lauren""-debossed leather patch on the back right waist. Patch accented at each corner with a stud. Cotton, polyester, elastane. Machine washable. Made in Italy. Model is 178 cm and wears a UK size 26.",ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4,https://www.ralphlauren.co.uk/en/400-matchstick-super-slim-jean-497175.html,497175,RALPH LAUREN,2,2024-11-16,2021-05-28,{'USD': 605.6637},400 Matchstick Super-Slim Jean,https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4.jpg,14,"['Mid-rise. Super-slim fit. Designed to hit at the ankle.', 'UK size 28 has a 21.6 cm rise and a 28.6 cm leg opening. All sizes have a 71.1 cm inside leg.', 'Belt loops. Zip fly with a signature buttoned closure.', 'Five-pocket styling with signature ""Ralph Lauren""-engraved metal rivets. Leather tab detailed with a stud at the coin pocket.', 'Script ""Ralph Lauren""-debossed leather patch on the back right waist. Patch accented at each corner with a stud.', 'Cotton, polyester, elastane.', 'Machine washable.', 'Made in Italy.', 'Model is 178 cm and wears a UK size 26.']","Our ankle-grazing 400 Matchstick super-slim jeans are crafted in Italy from stretch-integrated denim that's specially rinsed and washed to achieve its crisp black hue and soft hand. Continuing Mr. Lauren's theme of detailing the Collection with luxurious leather, this body-shaping pair is finished on the coin pocket with a lambskin tab and on the back with a ""Ralph Lauren""-debossed leather patch, each accented with tonal, matte studs.",{},"['https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_1.jpg', 'https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_2.jpg', 'https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_3.jpg', 'https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_4.jpg', 'https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_5.jpg', 'https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_6.jpg', 'https://gallery.stylumia.com/originals/2021/05/14/ba6b916519c631edc8fe4c5292152fb2b1fe45937d470d52527fefef0fce77d4_7.jpg']"
{'USD': 184.9009},0.0,56,"High-Rise Skinny Ankle: sits above the natural waist. Slim through the hip and the thigh with a slim, skinny leg. Size Petite 12 has a 27.9 cm rise and a 26.8 cm leg opening. All sizes have a 66 cm inside leg. Slimming interior panels lift and shape. Belt loops. Zip fly with a signature buttoned closure. Five-pocket styling with signature metal rivets. Debossed signature leather patch on the back right waist. Cotton, polyester, elastane. Machine washable. Imported.",29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4,https://www.ralphlauren.co.uk/en/high-rise-skinny-ankle-jean-561079.html,561079,RALPH LAUREN,2,2025-05-15,2021-07-19,{'USD': 184.9009},High-Rise Skinny Ankle Jean,https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4.jpg,14,"['High-Rise Skinny Ankle: sits above the natural waist. Slim through the hip and the thigh with a slim, skinny leg.', 'Size Petite 12 has a 27.9 cm rise and a 26.8 cm leg opening. All sizes have a 66 cm inside leg.', 'Slimming interior panels lift and shape.', 'Belt loops. Zip fly with a signature buttoned closure.', 'Five-pocket styling with signature metal rivets. Debossed signature leather patch on the back right waist.', 'Cotton, polyester, elastane.', 'Machine washable.', 'Imported.']","Part of our superstretch collection, these high-rise jeans' shape-memory denim maintain their sleek silhouette wear after wear, while slimming interior panels lift and shape.",{},"['https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4_1.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4_2.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4_3.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4_4.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4_5.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/29357ab64f04bae4ed7f14d6a26a5e70ba0567498e58ce34e587b9fd32a998a4_6.jpg']"
{'USD': 392.4156},0.0,56,"High-Boy Fit: High-rise. Relaxed through the hip and the thigh. Straight leg. UK size 28 has a 26.7 cm rise, a 76.2 cm waist and a 44.5 cm leg opening. All sizes have a 74.9 cm inside leg. Belt loops. Button fly with a signature buttoned closure ensures a consistent fit through years of wear. American-made buttons, copper-tone rivets and washer burrs. Five-pocket styling. ""RRL"" embroidery at the selvedge coin pocket. ""RRL""-debossed logo patch at the back right waist. 100% cotton. Machine washable. Imported. Dyed with indigo, which may rub off onto fabrics, leather and upholstery. Model is 178 cm and wears a size 31.",bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe,https://www.ralphlauren.co.uk/en/high-boy-fit-jean-596002.html,596002,RALPH LAUREN,2,2025-05-15,2021-07-31,{'USD': 392.4156},High Boy-Fit Jean,https://gallery.stylumia.com/originals/2021/07/14/bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe.jpg,14,"['High-Boy Fit: High-rise. Relaxed through the hip and the thigh. Straight leg.', 'UK size 28 has a 26.7 cm rise, a 76.2 cm waist and a 44.5 cm leg opening. All sizes have a 74.9 cm inside leg.', 'Belt loops. Button fly with a signature buttoned closure ensures a consistent fit through years of wear.', 'American-made buttons, copper-tone rivets and washer burrs. Five-pocket styling. ""RRL"" embroidery at the selvedge coin pocket.', '""RRL""-debossed logo patch at the back right waist.', '100% cotton.', 'Machine washable. Imported.', 'Dyed with indigo, which may rub off onto fabrics, leather and upholstery.', 'Model is 178 cm and wears a size 31.']","High-rise, straight-fitting jeans made from 317.5 g of selvedge denim. The 3x1 right-hand twill is shuttle-woven in Japan. Dyed with indigo and rinsed. ""RRL"" embroidery on the selvedge coin pocket. Sanforized® to reduce shrinkage.",{},"['https://gallery.stylumia.com/originals/2021/07/14/bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe_1.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe_2.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe_3.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe_4.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/bf75a0e131c6dd4942d795c7e59cc66c8afc4893e77801be0e1e0620fad79afe_5.jpg']"
{'USD': 292.6489},0.0,56,"High Skinny Fit: High rise. Skinny through the hip and the thigh. Intended to hit at the ankle. UK size 32 has a 24.8 cm rise, a 74.9 cm waist and a 26.7 cm leg opening. All sizes have a 74.9 cm inside leg. Belt loops. Zip fly with a signature buttoned closure. American-made button, rivets, and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket. ""RRL""-debossed logo patch at the back right waist. 93% cotton, 5% polyester, 2% elastane. Machine washable. Imported. Dyed with indigo, which may rub off onto fabrics, leather and upholstery. Model is 178 cm tall and wears a size 31.",d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec,https://www.ralphlauren.co.uk/en/stretch-high-skinny-fit-jean-596003.html,596003,RALPH LAUREN,2,2025-05-15,2021-07-31,{'USD': 292.6489},Stretch High Skinny Fit Jean,https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec.jpg,14,"['High Skinny Fit: High rise. Skinny through the hip and the thigh. Intended to hit at the ankle.', 'UK size 32 has a 24.8 cm rise, a 74.9 cm waist and a 26.7 cm leg opening. All sizes have a 74.9 cm inside leg.', 'Belt loops. Zip fly with a signature buttoned closure.', 'American-made button, rivets, and washer burrs. Five-pocket styling. ""RRL"" embroidery at the coin pocket.', '""RRL""-debossed logo patch at the back right waist.', '93% cotton, 5% polyester, 2% elastane.', 'Machine washable. Imported.', 'Dyed with indigo, which may rub off onto fabrics, leather and upholstery.', 'Model is 178 cm tall and wears a size 31.']","High-rise skinny jeans made from 318.9 g of denim. 3x1 right-hand twill is woven in Japan. Stretch-infused cotton for fit and fast recovery. Dyed with indigo. Faded wash. Signature ""RRL"" embroidery on the coin pocket. Sanforized® to reduce shrinkage.",{},"['https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec_1.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec_2.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec_3.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec_4.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec_5.jpg', 'https://gallery.stylumia.com/originals/2021/07/14/d65649883088d1086ea6c3728f535b10f7032601b5ca088627b7fd353f9ac1ec_6.jpg']"
{'USD': 228.0},0.0,56,"001 Color Code 4122261180402 Style No. 10"" rise, 26"" inseam, 15"" leg opening dimensions 92.5% cotton, 5% polyester, 2.5% elastane Slim, flared fit High rise Five-pocket styling Frayed step hem Front zip Machine wash USA",a9abfac8a8271b2e3aa7eec07dc253a16fde4b4526fd5f946ac51bcccc71aef1,https://www.anthropologie.com/shop/mother-the-insider-high-rise-cropped-bootcut-jeans4?color=001,4122261180402_001,mothercare,2,2025-04-15,2021-11-04,{'USD': 228.0},MOTHER The Insider High-Rise Cropped Bootcut Jeans,https://gallery.stylumia.com/originals/2021/11/48/a9abfac8a8271b2e3aa7eec07dc253a16fde4b4526fd5f946ac51bcccc71aef1.jpg,48,"['92.5% cotton, 5% polyester, 2.5% elastane', 'Slim, flared fit', 'High rise', 'Five-pocket styling', 'Frayed step hem', 'Front zip', 'Machine wash', 'USA']","**About MOTHER**     The denim mavens at indie label MOTHER are known for an innovative approach to super-soft fabrics that offers wear-all-day comfort. Crafted in LA in a range of modern fits meant for all types of women, their irreverently named silhouettes - The Dropout, The Runaway, and The Looker, to name just a few - gained them a cult following and a reputation as cheeky industry darlings.","{'Color Code': '001', 'Style No.': '4122261180402', 'dimensions': '10"" rise, 26"" inseam, 15"" leg opening'}","['https://gallery.stylumia.com/originals/2021/11/48/a9abfac8a8271b2e3aa7eec07dc253a16fde4b4526fd5f946ac51bcccc71aef1_1.jpg', 'https://gallery.stylumia.com/originals/2021/11/48/a9abfac8a8271b2e3aa7eec07dc253a16fde4b4526fd5f946ac51bcccc71aef1_2.jpg', 'https://gallery.stylumia.com/originals/2021/11/48/a9abfac8a8271b2e3aa7eec07dc253a16fde4b4526fd5f946ac51bcccc71aef1_3.jpg', 'https://gallery.stylumia.com/originals/2021/11/48/a9abfac8a8271b2e3aa7eec07dc253a16fde4b4526fd5f946ac51bcccc71aef1_4.jpg']"
